candidate_name,accepted,proposer,round,quality_total,composite_risk_score,risk_band,margin_to_review,margin_to_reject,nearest_match,pronounceability,syllables,failure_codes,warning_codes,refined_from,lineage,q_distinctiveness,q_novelty,q_pronounceability,q_seam,q_morpheme_hygiene,q_shape,q_typicality,sweep_target,target_type,target_stem,difficulty,in_shortlist,q_stem_avoidance,q_memorability
propril,False,ngram_guided,1,60.43,77.19,high,-22.19,-7.19,propyl,0.9218,2,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,,propril,0.0,1.0,0.673,1.0,1.0,0.466,0.194,ACE inhibitor,generic,-pril,roomy,False,,
panilopril,True,ngram_guided,1,69.58,63.89,moderate,-8.89,6.11,anisacril,0.7607,4,,SIMILARITY_MODERATE,,panilopril,0.0,0.733,0.924,1.0,1.0,0.998,0.999,ACE inhibitor,generic,-pril,roomy,True,,
josampipril,True,ngram_guided,1,59.21,59.06,moderate,-4.06,10.94,ramiprilat,0.6701,4,,SIMILARITY_MODERATE,,josampipril,0.0,0.564,0.9,1.0,1.0,0.952,0.114,ACE inhibitor,generic,-pril,roomy,False,,
temapril,False,ngram_guided,1,61.27,84.73,high,-29.73,-14.73,temaril,0.6743,3,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,,temapril,0.0,0.6,0.899,1.0,1.0,0.787,0.543,ACE inhibitor,generic,-pril,roomy,False,,
pralmepril,False,ngram_guided,1,57.46,66.13,moderate,-11.13,3.87,palmeri,0.7211,3,TRADEMARK_HIT,SIMILARITY_MODERATE,,pralmepril,0.0,0.517,0.704,1.0,1.0,0.873,0.506,ACE inhibitor,generic,-pril,roomy,False,,
fluocinapril,True,ngram_guided,1,41.98,63.74,moderate,-8.74,6.26,fluocinonide,0.8234,5,,SIMILARITY_MODERATE,,fluocinapril,0.0,0.2,0.809,1.0,0.53,0.731,0.266,ACE inhibitor,generic,-pril,roomy,False,,
tovobinepril,True,ngram_guided,1,61.74,61.6,moderate,-6.6,8.4,fosinoprilat,0.6446,5,,SIMILARITY_MODERATE,,tovobinepril,0.0,0.6,0.94,1.0,1.0,0.731,0.611,ACE inhibitor,generic,-pril,roomy,False,,
palomiplpril,True,ngram_guided,1,54.24,56.58,moderate,-1.58,13.42,palmidrol,0.5332,4,,SIMILARITY_MODERATE,,palomiplpril,0.0,0.6,0.67,0.65,1.0,0.862,0.341,ACE inhibitor,generic,-pril,roomy,False,,
ozanitapril,True,ngram_guided,1,59.78,69.18,moderate,-14.18,0.82,anisacril,0.6999,5,,SIMILARITY_MODERATE,,ozanitapril,0.0,0.564,0.94,1.0,1.0,0.821,0.305,ACE inhibitor,generic,-pril,roomy,False,,
icupril,False,ngram_guided+refined,1,64.44,74.64,high,-19.64,-4.64,cupric,0.6478,3,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,ibupril,ibupril -> icupril,0.0,1.0,0.899,1.0,1.0,0.685,0.0,ACE inhibitor,generic,-pril,roomy,False,,
icopril,False,ngram_guided+refined,1,64.44,74.64,high,-19.64,-4.64,xcopri,0.6659,3,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,ibupril,ibupril -> icupril -> icopril,0.0,1.0,0.899,1.0,1.0,0.685,0.0,ACE inhibitor,generic,-pril,roomy,False,,
acopril,False,ngram_guided+refined,1,64.52,74.64,high,-19.64,-4.64,xcopri,0.7432,3,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,ibupril,ibupril -> icupril -> icopril -> acopril,0.0,1.0,0.899,1.0,1.0,0.685,0.012,ACE inhibitor,generic,-pril,roomy,False,,
bopiipril,False,grammar+refined,1,61.38,62.88,moderate,-7.88,7.12,moexiprilat,0.6013,4,TRADEMARK_HIT,SIMILARITY_MODERATE,bapiipril,bapiipril -> bopiipril,0.0,0.68,0.924,1.0,1.0,0.983,0.001,ACE inhibitor,generic,-pril,roomy,False,,
bopaipril,True,grammar+refined,1,59.77,64.31,moderate,-9.31,5.69,baytril,0.6081,3,,SIMILARITY_MODERATE,bapiipril,bapiipril -> bopiipril -> bopaipril,0.0,0.68,0.899,1.0,1.0,0.858,0.0,ACE inhibitor,generic,-pril,roomy,False,,
oxaapril,False,grammar+refined,1,67.09,73.92,high,-18.92,-3.92,exaprin,0.6069,4,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,axaapril,axaapril -> oxaapril,0.0,1.0,0.924,1.0,1.0,0.912,0.003,ACE inhibitor,generic,-pril,roomy,False,,
oxoapril,True,grammar+refined,1,59.06,67.74,moderate,-12.74,2.26,exaprin,0.6083,4,,SIMILARITY_MODERATE,axaapril,axaapril -> oxaapril -> oxoapril,0.0,0.6,0.924,1.0,1.0,0.912,0.0,ACE inhibitor,generic,-pril,roomy,False,,
sornopril,False,grammar+refined,1,59.47,65.49,moderate,-10.49,4.51,fosinoprilat,0.6834,3,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,sirnopril,sirnopril -> sornopril,0.0,0.68,0.874,1.0,1.0,0.858,0.007,ACE inhibitor,generic,-pril,roomy,False,,
sorjopril,True,grammar+refined,1,65.83,57.83,moderate,-2.83,12.17,fosinoprilat,0.6098,3,,SIMILARITY_MODERATE,sirnopril,sirnopril -> sornopril -> sorjopril,0.0,1.0,0.874,1.0,1.0,0.858,0.001,ACE inhibitor,generic,-pril,roomy,True,,
malopril,False,grammar+refined,1,57.49,75.43,high,-20.43,-5.43,aloprim,0.7635,3,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,maxopril,maxopril -> malopril,0.0,0.6,0.899,1.0,1.0,0.787,0.003,ACE inhibitor,generic,-pril,roomy,False,,
milopril,True,grammar+refined,1,63.7,69.62,moderate,-14.62,0.38,zyloprim,0.7103,3,,SIMILARITY_MODERATE,maxopril,maxopril -> malopril -> milopril,0.0,0.6,0.899,1.0,1.0,0.787,0.891,ACE inhibitor,generic,-pril,roomy,False,,
bajamepril,False,grammar+refined,1,67.92,58.94,moderate,-3.94,11.06,ramiprilat,0.6196,4,TRADEMARK_HIT,SIMILARITY_MODERATE,basamepril,basamepril -> bajamepril,0.0,1.0,0.924,1.0,1.0,0.998,0.0,ACE inhibitor,generic,-pril,roomy,False,,
bahamepril,True,grammar+refined,1,62.59,58.33,moderate,-3.33,11.67,baytril,0.6192,4,,SIMILARITY_MODERATE,basamepril,basamepril -> bajamepril -> bahamepril,0.0,0.733,0.924,1.0,1.0,0.998,0.0,ACE inhibitor,generic,-pril,roomy,False,,
emjavapril,False,grammar+refined,1,62.26,63.95,moderate,-8.95,6.05,enalaprilat,0.609,4,TRADEMARK_HIT,SIMILARITY_MODERATE,emlavapril,emlavapril -> emjavapril,0.0,0.733,0.9,1.0,1.0,0.998,0.003,ACE inhibitor,generic,-pril,roomy,False,,
empavapril,False,grammar+refined,1,58.01,63.77,moderate,-8.77,6.23,enalaprilat,0.6444,4,TRADEMARK_HIT,SIMILARITY_MODERATE,emlavapril,emlavapril -> emjavapril -> empavapril,0.0,0.517,0.9,1.0,1.0,0.998,0.015,ACE inhibitor,generic,-pril,roomy,False,,
emtavapril,False,grammar+refined,1,62.32,63.77,moderate,-8.77,6.23,enalaprilat,0.6218,4,TRADEMARK_HIT,SIMILARITY_MODERATE,emlavapril,emlavapril -> emjavapril -> empavapril -> emtavapril,0.0,0.733,0.9,1.0,1.0,0.998,0.012,ACE inhibitor,generic,-pril,roomy,False,,
pacapril,False,ngram_guided+refined,1,58.05,73.81,high,-18.81,-3.81,dcapryl,0.7392,3,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,bacapril,bacapril -> pacapril,0.0,0.6,0.899,1.0,1.0,0.787,0.083,ACE inhibitor,generic,-pril,roomy,False,,
pacipril,False,ngram_guided+refined,1,60.3,68.51,moderate,-13.51,1.49,gabitril,0.6836,3,TRADEMARK_HIT,SIMILARITY_MODERATE,bacapril,bacapril -> pacapril -> pacipril,0.0,0.6,0.899,1.0,1.0,0.787,0.405,ACE inhibitor,generic,-pril,roomy,False,,
pucipril,True,ngram_guided+refined,1,65.46,61.33,moderate,-6.33,8.67,uniprim,0.6308,3,,SIMILARITY_MODERATE,bacapril,bacapril -> pacapril -> pacipril -> pucipril,0.0,1.0,0.899,1.0,1.0,0.787,0.0,ACE inhibitor,generic,-pril,roomy,True,,
maxosartan,False,grammar,1,68.99,63.37,moderate,-8.37,6.63,losortan,0.6741,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,maxosartan,0.0,1.0,1.0,1.0,1.0,0.998,0.001,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
tatusartan,False,grammar,1,60.99,62.1,moderate,-7.1,7.9,prexxartan,0.7255,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,tatusartan,0.0,0.6,1.0,1.0,1.0,0.998,0.001,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
purzeprusartan,True,grammar,1,58.1,60.24,moderate,-5.24,9.76,prexxartan,0.6694,5,,SIMILARITY_MODERATE,,purzeprusartan,0.0,0.8,0.845,1.0,1.0,0.527,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
ebosartan,False,grammar,1,68.83,70.94,high,-15.94,-0.94,losortan,0.6617,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,ebosartan,0.0,1.0,1.0,1.0,1.0,0.983,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
cyxonosartan,True,grammar,1,64.76,55.16,moderate,-0.16,14.84,conivaptan,0.6181,5,,SIMILARITY_MODERATE,,cyxonosartan,0.0,1.0,0.889,1.0,1.0,0.731,0.001,angiotensin II receptor antagonist,generic,-sartan,roomy,True,,
mulosartan,False,grammar,1,61.07,75.75,high,-20.75,-5.75,losortan,0.7535,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,mulosartan,0.0,0.6,1.0,1.0,1.0,0.998,0.013,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
vilosartan,False,grammar,1,67.97,75.75,high,-20.75,-5.75,losortan,0.7314,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,vilosartan,0.0,0.6,1.0,1.0,1.0,0.998,0.999,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
larrasartan,True,grammar,1,61.8,62.47,moderate,-7.47,7.53,prexxartan,0.6671,4,,SIMILARITY_MODERATE,,larrasartan,0.0,0.68,0.975,1.0,1.0,0.952,0.003,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
coneclesartan,False,grammar,1,58.84,55.79,moderate,-0.79,14.21,olmesartran,0.6974,5,TRADEMARK_HIT,SIMILARITY_MODERATE,,coneclesartan,0.0,0.771,0.869,1.0,1.0,0.624,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
tocesartan,False,grammar,1,65.25,63.13,moderate,-8.13,6.87,prexxartan,0.6558,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,tocesartan,0.0,0.6,1.0,1.0,1.0,0.998,0.611,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
gidisartan,False,grammar,1,68.98,59.56,moderate,-4.56,10.44,gigartina,0.6446,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,gidisartan,0.0,1.0,1.0,1.0,1.0,0.998,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
samisartan,False,grammar,1,64.17,73.46,high,-18.46,-3.46,samidorphan,0.7446,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,samisartan,0.0,0.6,1.0,1.0,1.0,0.998,0.456,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
intucasartan,True,grammar,1,61.05,55.21,moderate,-0.21,14.79,instacort,0.6235,5,,SIMILARITY_MODERATE,,intucasartan,0.0,0.733,0.975,1.0,1.0,0.731,0.06,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
nerfesartan,False,grammar,1,61.79,62.21,moderate,-7.21,7.79,prexxartan,0.6341,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,nerfesartan,0.0,0.68,0.975,1.0,1.0,0.952,0.001,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
sirnosartan,False,grammar,1,68.18,61.83,moderate,-6.83,8.17,losortan,0.6159,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,sirnosartan,0.0,1.0,0.975,1.0,1.0,0.952,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
zitrusartan,True,grammar,1,60.08,61.33,moderate,-6.33,8.67,prexxartan,0.6353,4,,SIMILARITY_MODERATE,,zitrusartan,0.0,0.68,0.854,1.0,1.0,0.952,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
noresartan,False,grammar,1,61.01,70.56,high,-15.56,-0.56,prexxartan,0.6732,4,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,,noresartan,0.0,0.6,1.0,1.0,1.0,0.998,0.004,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
semnisartan,False,grammar,1,63.14,60.23,moderate,-5.23,9.77,olmesartran,0.6518,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,semnisartan,0.0,0.68,0.975,1.0,1.0,0.952,0.195,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
bapiisartan,True,grammar,1,67.21,64.52,moderate,-9.52,5.48,bafiertam,0.6111,5,,SIMILARITY_MODERATE,,bapiisartan,0.0,1.0,1.0,1.0,1.0,0.821,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,True,,
kilfisartan,False,grammar,1,61.78,60.07,moderate,-5.07,9.93,olmesartran,0.6048,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,kilfisartan,0.0,0.68,0.975,1.0,1.0,0.952,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
ixosartan,False,grammar,1,68.83,69.31,moderate,-14.31,0.69,losortan,0.6362,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,ixosartan,0.0,1.0,1.0,1.0,1.0,0.983,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
lidadesartan,False,grammar,1,60.98,57.51,moderate,-2.51,12.49,olmesartran,0.684,5,TRADEMARK_HIT,SIMILARITY_MODERATE,,lidadesartan,0.0,0.733,1.0,1.0,1.0,0.731,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
pixosartan,False,grammar,1,68.98,67.59,moderate,-12.59,2.41,prexxartan,0.6396,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,pixosartan,0.0,1.0,1.0,1.0,1.0,0.998,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
hecrasartan,False,grammar,1,66.48,61.71,moderate,-6.71,8.29,prexxartan,0.6359,4,INTRA_STEM_TOO_CLOSE,SIMILARITY_MODERATE,,hecrasartan,0.0,1.0,0.854,1.0,1.0,0.952,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
trasartan,False,ngram_guided,1,67.17,76.37,high,-21.37,-6.37,travatan,0.7788,3,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,trasartan,0.0,1.0,0.829,1.0,1.0,0.858,0.283,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
testsartan,False,ngram_guided,1,61.74,65.54,moderate,-10.54,4.46,prexxartan,0.6117,3,TRADEMARK_HIT,SIMILARITY_MODERATE,,testsartan,0.0,0.6,0.788,1.0,1.0,0.873,0.711,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
neparvosartan,False,ngram_guided,1,50.37,61.8,moderate,-6.8,8.2,neparvovec,0.6856,5,INTRA_STEM_TOO_CLOSE,SIMILARITY_MODERATE,,neparvosartan,0.0,0.15,0.975,1.0,1.0,0.624,0.354,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
sotsartan,False,ngram_guided,1,72.48,64.66,moderate,-9.66,5.34,losortan,0.6144,3,TRADEMARK_HIT,SIMILARITY_MODERATE,,sotsartan,0.0,1.0,0.975,1.0,1.0,0.858,0.75,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
zuralasartan,False,ngram_guided,1,56.96,57.47,moderate,-2.47,12.53,losortan,0.6454,5,TRADEMARK_HIT,SIMILARITY_MODERATE,,zuralasartan,0.0,0.517,1.0,1.0,1.0,0.731,0.046,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
bacasartan,False,ngram_guided,1,65.73,63.17,moderate,-8.17,6.83,prexxartan,0.7033,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,bacasartan,0.0,0.6,1.0,1.0,1.0,0.998,0.678,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
ibusartan,False,ngram_guided,1,73.15,62.29,moderate,-7.29,7.71,losortan,0.6345,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,ibusartan,0.0,1.0,1.0,1.0,1.0,0.983,0.618,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
ensaribosartan,True,ngram_guided,1,59.73,54.13,low,0.87,15.87,prexxartan,0.6839,6,,,,ensaribosartan,0.035,0.6,0.975,1.0,1.0,0.309,0.736,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
